,ÉfÅ[É^
258,1390
259,553
260,1064
261,273
262,1346
263,170
264,162
265,72
266,1089
267,362
268,1399
269,1043
270,144
271,721
272,599
273,1117
274,1171
275,965
276,1056
277,719
278,1167
279,840
280,442
281,1345
282,306
283,1256
284,635
285,1020
286,431
287,424
288,525
289,695
290,1159
291,204
292,1227
293,477
294,899
295,457
296,813
297,678
298,3
299,346
300,194
301,355
302,944
303,890
304,559
305,1397
306,328
307,451
308,1315
309,1407
310,499
311,1187
312,416
313,603
314,12
315,59
316,1434
317,533
318,1336
319,640
320,260
321,1313
322,1343
323,568
324,700
325,991
326,1249
327,420
328,1062
329,1430
330,235
331,1440
332,474
333,63
334,1138
335,1342
336,666
337,345
338,524
339,865
340,342
341,1055
342,997
343,79
344,1214
345,119
346,282
347,456
348,853
349,132
350,552
351,74
352,1077
353,729
354,891
355,547
356,404
357,1126
358,211
359,2
360,23
361,940
362,135
363,1456
364,974
365,608
366,765
367,1414
368,450
369,21
370,870
371,1377
372,633
373,1101
374,13
375,262
376,1394
377,1151
378,896
379,1135
380,436
381,1416
382,1162
383,1435
384,1447
385,199
386,728
387,249
388,53
389,1323
390,849
391,103
392,790
393,1219
394,452
395,894
396,1215
397,1172
398,874
399,368
400,256
401,1030
402,1046
403,1237
404,296
405,444
406,1248
407,596
408,737
409,686
410,916
411,339
412,236
413,714
414,541
415,591
416,1110
417,1406
418,1280
419,244
420,833
421,777
422,570
423,46
424,335
425,1084
426,1262
427,569
428,931
429,1180
430,190
431,822
432,789
433,581
434,1392
435,1282
436,1363
437,1156
438,618
439,573
440,851
441,1225
442,213
443,951
444,299
445,879
446,338
447,1436
448,589
449,609
450,1408
451,1142
452,544
453,868
454,958
455,138
456,798
457,356
458,373
459,1094
460,1066
461,1454
462,952
463,100
464,1223
465,1263
466,614
467,1348
468,661
469,1112
470,730
471,1199
472,1105
473,228
474,405
475,656
476,448
477,419
478,1081
479,460
480,753
481,628
482,439
483,1387
484,1372
485,988
486,759
487,934
488,1108
489,995
490,1037
491,1375
492,593
493,1007
494,490
495,1251
496,873
497,463
498,908
499,317
500,1422
501,1444
502,280
503,49
504,38
505,19
506,1200
507,1234
508,28
509,706
510,924
511,40
512,127
513,493
514,564
515,219
516,862
517,1185
518,89
519,139
520,893
521,1210
522,150
523,468
524,1374
525,837
526,1183
527,1054
528,101
529,1106
530,187
531,941
532,212
533,245
534,1386
535,987
536,90
537,650
538,466
539,371
540,334
541,1212
542,80
543,875
544,227
545,290
546,1253
547,791
548,1131
549,505
550,403
551,620
552,361
553,621
554,16
555,60
556,191
557,510
558,365
559,1063
560,1025
561,149
562,1239
563,1127
564,1409
565,720
566,964
567,767
568,1258
569,848
570,871
571,545
572,411
573,160
574,551
575,154
576,984
577,399
578,1378
579,550
580,321
581,253
582,110
583,512
584,201
585,1067
586,84
587,304
588,372
589,116
590,787
591,1373
592,983
593,276
594,422
595,566
596,922
597,1039
598,277
599,17
600,860
601,554
602,1186
603,858
604,34
605,1266
606,932
607,4
608,120
609,1286
610,83
611,1245
612,24
613,1240
614,26
615,774
616,1229
617,252
618,464
619,532
620,315
621,6
622,99
623,968
624,1312
625,724
626,977
627,1143
628,1309
629,51
630,523
631,763
632,634
633,14
634,537
635,794
636,1244
637,1379
638,518
639,1147
640,1075
641,1139
642,716
643,343
644,367
645,178
646,1305
647,1355
648,976
649,1195
650,760
651,1419
652,723
653,1421
654,1457
655,1045
656,979
657,657
658,324
659,755
660,509
661,1226
662,76
663,823
664,123
665,1452
666,889
667,309
668,1403
669,105
670,1099
671,129
672,188
673,705
674,438
675,288
676,538
677,461
678,1022
679,642
680,801
681,601
682,341
683,543
684,1331
685,690
686,1285
687,1196
688,254
689,146
690,42
691,1197
692,653
693,1140
694,1289
695,1016
696,433
697,467
698,1042
699,775
700,1369
701,1267
702,998
703,1325
704,1095
705,174
706,326
707,488
708,453
709,1109
710,67
711,1224
712,1123
713,810
714,1058
715,375
716,104
717,969
718,336
719,905
720,1113
721,1184
722,558
723,158
724,982
725,73
726,1303
727,1069
728,1208
729,155
730,1176
731,1288
732,1149
733,491
734,590
735,1014
736,11
737,522
738,936
739,1165
740,232
741,1103
742,1114
743,1376
744,1344
745,1029
746,168
747,1260
748,1358
749,1284
750,85
751,1268
752,1257
753,511
754,779
755,645
756,363
757,175
758,521
759,1033
760,1395
761,305
762,257
763,427
764,440
765,1401
766,1410
767,957
768,625
769,293
770,1314
771,508
772,1061
773,214
774,1120
775,327
776,289
777,1068
778,527
779,1317
780,757
781,1304
782,225
783,933
784,5
785,938
786,1418
787,298
788,578
789,1275
790,644
791,694
792,186
793,580
794,557
795,1091
796,1274
797,1337
798,971
799,685
800,1278
801,616
802,1283
803,817
804,1051
805,1188
806,834
807,674
808,27
809,423
810,251
811,369
812,925
813,205
814,142
815,872
816,1236
817,812
818,1290
819,517
820,303
821,239
822,923
823,1204
824,809
825,287
826,863
827,1119
828,240
829,220
830,804
831,1334
832,314
833,577
834,1003
835,1341
836,412
837,655
838,843
839,39
840,914
841,563
842,707
843,1329
844,668
845,32
846,1382
847,606
848,949
849,1104
850,960
851,1132
852,534
853,125
854,1339
855,856
856,929
857,66
858,800
859,1079
860,1352
861,207
862,183
863,1324
864,1381
865,1044
866,1368
867,773
868,311
869,927
870,595
871,1349
872,782
873,531
874,295
875,94
876,926
877,1328
878,237
879,698
880,344
881,264
882,917
883,900
884,667
885,978
886,876
887,347
888,494
889,852
890,1389
891,1241
892,286
893,415
894,398
895,985
896,1295
897,842
898,1413
899,35
900,57
901,1291
902,1070
903,766
904,1293
905,136
906,44
907,1308
908,670
909,432
910,208
911,1209
912,1350
913,961
914,1299
915,1335
916,145
917,64
918,973
919,861
920,68
921,164
922,401
923,888
924,1011
925,733
926,1203
927,226
928,1052
929,1134
930,1441
931,69
932,756
933,469
934,1384
935,906
936,1365
937,1049
938,647
939,1019
940,1311
941,266
942,1024
943,62
944,546
945,654
946,513
947,1353
948,1073
949,1148
950,1122
951,824
952,776
953,1332
954,263
955,409
956,1424
957,607
958,1006
959,857
960,337
961,587
962,307
963,1250
964,378
965,713
966,1360
967,1252
968,152
969,1402
970,1398
971,1207
972,671
973,1433
974,1072
975,1354
976,1247
977,1065
978,169
979,1098
980,325
981,1216
982,681
983,322
984,1380
985,1264
986,1235
987,1292
988,82
989,374
990,539
991,902
992,799
993,910
994,1362
995,479
996,349
997,102
998,1446
999,1083
1000,699
1001,1059
1002,877
1003,859
1004,955
1005,189
1006,8
1007,1218
1008,582
1009,1259
1010,1012
1011,886
1012,588
1013,515
1014,388
1015,115
1016,1168
1017,1359
1018,1191
1019,56
1020,701
1021,996
