,ÉfÅ[É^
250,221
251,393
252,1286
253,137
254,928
255,1324
256,1383
257,437
258,1227
259,1037
260,163
261,618
262,905
263,1350
264,320
265,469
266,607
267,1433
268,442
269,942
270,912
271,1198
272,1223
273,707
274,941
275,1281
276,272
277,245
278,1176
279,1353
280,21
281,1282
282,49
283,239
284,535
285,182
286,1299
287,783
288,358
289,1054
290,219
291,140
292,43
293,1087
294,123
295,848
296,324
297,67
298,1111
299,155
300,340
301,709
302,801
303,1000
304,580
305,409
306,1296
307,652
308,34
309,101
310,694
311,644
312,1340
313,2
314,1329
315,476
316,1018
317,975
318,1387
319,1377
320,46
321,1042
322,816
323,313
324,463
325,1172
326,1378
327,598
328,271
329,360
330,1309
331,315
332,127
333,675
334,81
335,100
336,202
337,351
338,1289
339,544
340,1411
341,104
342,273
343,228
344,826
345,880
346,1444
347,1051
348,1446
349,529
350,1400
351,1222
352,1271
353,960
354,775
355,345
356,1077
357,1050
358,593
359,80
360,1167
361,1057
362,1154
363,153
364,1288
365,1302
366,305
367,1406
368,467
369,115
370,1439
371,332
372,1011
373,1160
374,1398
375,150
376,927
377,605
378,897
379,1371
380,672
381,889
382,796
383,318
384,160
385,1190
386,110
387,124
388,186
389,448
390,962
391,1155
392,1242
393,1013
394,647
395,597
396,1251
397,531
398,1290
399,159
400,121
401,564
402,665
403,158
404,541
405,624
406,622
407,470
408,1399
409,458
410,1205
411,297
412,984
413,348
414,1108
415,1055
416,948
417,93
418,1445
419,122
420,1268
421,918
422,1005
423,454
424,151
425,659
426,148
427,353
428,787
429,451
430,203
431,778
432,500
433,873
434,496
435,818
436,1276
437,534
438,930
439,550
440,263
441,1084
442,119
443,1074
444,1366
445,173
446,1185
447,828
448,795
449,1320
450,1221
451,218
452,362
453,240
454,1267
455,1375
456,220
457,1319
458,1361
459,1135
460,1026
461,1407
462,443
463,802
464,499
465,651
466,1073
467,530
468,1306
469,715
470,603
471,999
472,884
473,899
474,427
475,1455
476,61
477,638
478,1245
479,800
480,259
481,1218
482,673
483,1106
484,1038
485,145
486,1065
487,1303
488,309
489,1438
490,915
491,223
492,285
493,1107
494,1040
495,1270
496,870
497,819
498,879
499,677
500,1147
501,1124
502,291
503,453
504,1118
505,114
506,1030
507,632
508,1195
509,1008
510,230
511,56
512,247
513,66
514,971
515,1191
516,1356
517,658
518,436
519,768
520,13
521,742
522,385
523,1321
524,210
525,387
526,674
527,331
528,979
529,849
530,1448
531,502
532,191
533,1426
534,434
535,1236
536,989
537,717
538,260
539,365
540,278
541,643
542,1009
543,1129
544,359
545,258
546,609
547,433
548,8
549,26
550,282
551,1126
552,206
553,537
554,824
555,1104
556,1241
557,1368
558,1113
559,40
560,515
561,488
562,827
563,1180
564,733
565,1360
566,1080
567,766
568,1275
569,759
570,1158
571,655
572,23
573,4
574,891
575,1175
576,211
577,24
578,646
579,11
580,1202
581,747
582,1061
583,528
584,69
585,1116
586,117
587,850
588,1315
589,1334
590,864
591,1393
592,194
593,91
594,964
595,403
596,346
597,507
598,190
599,762
600,935
601,1328
602,354
603,35
604,105
605,310
606,31
607,811
608,1326
609,384
610,871
611,1071
612,1373
613,516
614,599
615,1130
616,1103
617,36
618,37
619,1385
620,268
621,684
622,1063
623,1283
624,1379
625,642
626,509
627,426
628,519
629,732
630,697
631,58
632,90
633,269
634,400
635,1447
636,1184
637,722
638,1134
639,653
640,87
641,1452
642,1093
643,42
644,45
645,886
646,438
647,270
648,288
649,378
650,1187
651,690
652,763
653,12
654,757
655,1255
656,955
657,741
658,587
659,753
660,377
661,703
662,276
663,1265
664,1125
665,336
666,423
667,554
668,726
669,1201
670,1076
671,383
672,797
673,840
674,1382
675,281
676,896
677,866
678,923
679,501
680,493
681,1207
682,238
683,929
684,1140
685,612
686,424
687,1075
688,634
689,875
690,906
691,337
692,943
693,754
694,449
695,982
696,335
697,253
698,490
699,1235
700,1291
701,62
702,678
703,63
704,773
705,617
706,1220
707,1171
708,746
709,1066
710,838
711,98
712,1067
713,980
714,729
715,1153
716,563
717,355
718,413
719,128
720,681
721,131
722,1053
723,1418
724,1403
725,1099
726,1435
727,333
728,649
729,683
730,1355
731,144
732,862
733,402
734,1120
735,903
736,851
737,200
738,382
739,578
740,776
741,479
742,489
743,1217
744,1086
745,298
746,0
747,1219
748,435
749,1250
750,175
751,329
752,756
753,1304
754,793
755,1337
756,865
757,303
758,109
759,55
760,1434
761,1416
762,926
763,894
764,410
765,1313
766,1339
767,627
768,963
769,349
770,639
771,713
772,1025
773,1262
774,1144
775,1338
776,706
777,485
778,314
779,1437
780,154
781,294
782,7
783,1089
784,429
785,1369
786,1069
787,514
788,327
789,1300
790,1095
791,1404
792,102
793,183
794,988
795,180
796,89
797,1308
798,765
799,138
800,1336
801,1238
802,1225
803,1442
804,1436
805,692
806,1229
807,1264
808,411
809,591
810,65
811,250
812,670
813,266
814,1394
815,985
816,212
817,407
818,41
819,477
820,1428
821,1044
822,910
823,73
824,755
825,244
826,538
827,48
828,785
829,511
830,1459
831,1322
832,484
833,1298
834,1100
835,1156
836,604
837,455
838,1215
839,1343
840,325
841,596
842,1101
843,834
844,1159
845,243
846,130
847,1388
848,242
849,512
850,225
851,711
852,1188
853,1233
854,1294
855,474
856,924
857,696
858,64
859,736
860,1239
861,579
862,275
863,883
864,304
865,1039
866,1273
867,198
868,719
869,113
870,720
871,267
872,1352
873,1413
874,1214
875,1072
876,877
877,997
878,934
879,447
880,229
881,457
882,817
883,855
884,30
885,1142
886,1256
887,1143
888,1277
889,1085
890,981
891,730
892,1110
893,1248
894,149
895,440
896,1453
897,165
898,1335
899,192
900,296
901,1318
902,761
903,461
904,88
905,571
906,193
907,1363
908,1183
909,287
910,323
911,357
912,217
913,745
914,1376
915,522
916,986
917,169
918,361
919,572
920,922
921,1197
922,909
923,804
924,517
925,1081
926,416
927,821
928,1367
929,727
930,146
931,1287
932,482
933,74
934,1028
935,319
936,53
937,953
938,1261
939,1068
940,861
941,196
942,283
943,919
944,937
945,878
946,1331
947,533
948,342
949,372
950,660
951,388
952,1020
953,417
954,22
955,143
956,792
957,613
958,50
959,1257
960,106
961,1045
962,1208
963,185
964,389
965,1422
966,204
967,1341
968,916
969,84
970,608
971,308
972,1408
973,536
974,207
975,574
976,869
977,157
978,992
979,125
980,39
981,525
982,825
983,1260
984,854
985,1031
986,812
987,20
988,487
989,15
990,856
991,1451
992,1002
993,1234
994,577
995,693
996,265
997,556
998,539
999,201
1000,1381
1001,1354
1002,725
1003,1033
1004,1123
1005,1258
1006,822
1007,344
1008,513
1009,1423
1010,492
1011,769
1012,468
1013,486
1014,640
1015,637
1016,810
1017,809
1018,147
1019,460
1020,1036
1021,1254
