,ÉfÅ[É^
603,2872
604,10335
605,10818
606,2075
607,3090
608,2728
609,3225
610,2268
611,2879
612,10695
613,1587
614,3622
615,1516
616,2527
617,10373
618,2416
619,3686
620,10425
621,4212
622,10672
623,10827
624,3253
625,3964
626,1553
627,3045
628,2175
629,3898
630,3580
631,10743
632,2997
633,3191
634,3510
635,2750
636,10419
637,10877
638,3296
639,10446
640,2199
641,1667
642,10291
643,2190
644,2183
645,3019
646,2926
647,4364
648,1565
649,2118
650,2058
651,2936
652,10415
653,10366
654,10391
655,10809
656,10533
657,4166
658,3247
659,2094
660,4234
661,2844
662,3985
663,10738
664,3549
665,2722
666,10746
667,1988
668,2886
669,2317
670,10807
671,3070
672,10686
673,10381
674,10619
675,2756
676,2894
677,2168
678,1889
679,3702
680,2287
681,3675
682,2111
683,1808
684,2513
685,3803
686,2456
687,2517
688,1597
689,3303
690,2957
691,3738
692,3965
693,2918
694,2614
695,2061
696,2334
697,10792
698,2270
699,10753
700,3339
701,2485
702,3740
703,2935
704,2088
705,2811
706,10575
707,4023
708,1800
709,1879
710,2721
711,4313
712,10546
713,2987
714,3304
715,10936
716,10554
717,2576
718,3543
719,3516
720,3872
721,1620
722,10692
723,10298
724,3948
725,3955
726,2736
727,10295
728,2883
729,1697
730,10239
731,1753
732,10534
733,10607
734,3257
735,1646
736,1945
737,1629
738,1478
739,3967
740,10699
741,10346
742,4025
743,10682
744,2174
745,1617
746,3841
747,2660
748,10334
749,10776
750,10687
751,2677
752,10253
753,4259
754,4108
755,3525
756,2396
757,1940
758,3867
759,10845
760,3680
761,3415
762,2964
763,4349
764,10483
765,1658
766,3277
767,2465
768,2078
769,2002
770,1707
771,4169
772,4132
773,2482
774,1557
775,10599
776,3959
777,3993
778,1661
779,2591
780,2013
781,2403
782,10225
783,2675
784,3259
785,3624
786,2298
787,3370
788,10414
789,2332
790,2304
791,10694
792,3103
793,3444
794,2381
795,4136
796,3505
797,4224
798,1946
799,3645
800,3204
801,10856
802,1947
803,10804
804,3043
805,10786
806,3844
807,10448
808,2829
809,10263
810,3024
811,4246
812,1977
813,3945
814,1694
815,10326
816,1698
817,2012
818,3025
819,10478
820,10259
821,1810
822,10593
823,2858
824,3889
825,2071
826,2051
827,3557
828,1696
829,3843
830,10321
831,10440
832,3836
833,4371
834,2028
835,4350
836,4150
837,2763
838,2688
839,2584
840,3819
841,2441
842,10245
843,3336
844,2685
845,2284
846,4058
847,1990
848,10765
849,10529
850,4258
851,1672
852,3081
853,4124
854,3661
855,3615
856,4156
857,1809
858,10605
859,10417
860,2250
861,10527
862,10339
863,1504
864,4185
865,3412
866,2223
867,1471
868,10655
869,3995
870,10569
871,10674
872,10785
873,3806
874,4092
875,4388
876,1802
877,1464
878,3374
879,3576
880,2631
881,10634
882,1466
883,10506
884,4051
885,3865
886,2235
887,2198
888,4009
889,2181
890,2666
891,10243
892,10921
893,4277
894,3550
895,1920
896,2892
897,1780
898,1828
899,1951
900,3375
901,10596
902,3541
903,10396
904,2720
905,3118
906,2209
907,10849
908,2968
909,3893
910,1785
911,3287
912,3611
913,10473
914,2574
915,4288
916,3933
917,3173
918,10471
919,10896
920,3323
921,2793
922,3344
923,4336
924,1759
925,3684
926,2807
927,10363
928,2240
929,2451
930,3260
931,3839
932,2096
933,2523
934,10739
935,1836
936,2323
937,10925
938,3956
939,1588
940,2658
941,4307
942,1965
943,10646
944,2550
945,1769
946,2529
947,2161
948,3066
949,1801
950,10903
951,3245
952,10582
953,4194
954,2945
955,10445
956,10709
957,1788
958,1595
959,3255
960,2564
961,3913
962,3351
963,3696
964,3968
965,2260
966,3009
967,2386
968,2382
969,3961
970,3744
971,1631
972,4252
973,2754
974,10924
975,2043
976,4027
977,1634
978,10678
979,3716
980,3161
981,3205
982,1688
983,10625
984,2530
985,10304
986,1682
987,2668
988,2618
989,3387
990,4061
991,10628
992,3518
993,3189
994,3757
995,1713
996,2572
997,2854
998,3915
999,1616
1000,4128
1001,2859
1002,10495
1003,2636
1004,2662
1005,2656
1006,3278
1007,10379
1008,4174
1009,2640
1010,2723
1011,1871
1012,3582
1013,2363
1014,10874
1015,2442
1016,10616
1017,3613
1018,4287
1019,2455
1020,1654
1021,2759
1022,3456
1023,2147
1024,10653
1025,3609
1026,2263
1027,2014
1028,4381
1029,3341
1030,2671
1031,1679
1032,2536
1033,3697
1034,2691
1035,10428
1036,2781
1037,2335
1038,3746
1039,1792
1040,1563
1041,2619
1042,1748
1043,3665
1044,1731
1045,4117
1046,10621
1047,4219
1048,3499
1049,10724
1050,2129
1051,10791
1052,2077
1053,3102
1054,2908
1055,2154
1056,2573
1057,2193
1058,2620
1059,2684
1060,4369
1061,10777
1062,10899
1063,10247
1064,3771
1065,2851
1066,3219
1067,3193
1068,1893
1069,3117
1070,10883
1071,4335
1072,3508
1073,2481
1074,2865
1075,2377
1076,10367
1077,3112
1078,3818
1079,10726
1080,1877
1081,3511
1082,4079
1083,4026
1084,2155
1085,3337
1086,10842
1087,2282
1088,3261
1089,10633
1090,3265
1091,1910
1092,3629
1093,2834
1094,3322
1095,1786
1096,10418
1097,10757
1098,2113
1099,1970
1100,3480
1101,2827
1102,4096
1103,2972
1104,3980
1105,1519
1106,4263
1107,10252
1108,3664
1109,1649
1110,3523
1111,2534
1112,2788
1113,1536
1114,2627
1115,10377
1116,2907
1117,3065
1118,4041
1119,10740
1120,3217
1121,4038
1122,4155
1123,3123
1124,2346
1125,10543
1126,3368
1127,2007
1128,4280
1129,3834
1130,1806
1131,1869
1132,3689
1133,4021
1134,3487
1135,3673
1136,2983
1137,10293
1138,2819
1139,2245
1140,2136
1141,3244
1142,1954
1143,2909
1144,3471
1145,3774
1146,10656
1147,2519
1148,3485
1149,3886
1150,3389
1151,3377
1152,2670
1153,3071
1154,10888
1155,1730
1156,1927
1157,3441
1158,2706
1159,10839
1160,1711
1161,2906
1162,2587
1163,3909
1164,10475
1165,3829
1166,4163
1167,2446
1168,2950
1169,2376
1170,4269
1171,1831
1172,4127
1173,2621
1174,3076
1175,10248
1176,10562
1177,10572
1178,10904
1179,10813
1180,10643
1181,2783
1182,3463
1183,1603
1184,2492
1185,2091
1186,3562
1187,10744
1188,2267
1189,3207
1190,3031
1191,2395
1192,2211
1193,10863
1194,4264
1195,4018
1196,2710
1197,3650
1198,10645
1199,3392
1200,10383
1201,1938
1202,2359
1203,2362
1204,1978
1205,2989
1206,3587
1207,3780
1208,2189
1209,3649
1210,1486
1211,1850
1212,4191
1213,2170
1214,3555
1215,1594
1216,4093
1217,3950
1218,3454
1219,4292
1220,10820
1221,2343
1222,3626
1223,3687
1224,2231
1225,1659
1226,2186
1227,10250
1228,10663
1229,1738
1230,10834
1231,4247
1232,10271
1233,4019
1234,10728
1235,2633
1236,3144
1237,10879
1238,2690
1239,3943
1240,3467
1241,3825
1242,1859
1243,10422
1244,1793
1245,2046
1246,1847
1247,4162
1248,3181
1249,3817
1250,1867
1251,3778
1252,3403
1253,3546
1254,3512
1255,3233
1256,2055
1257,3729
1258,2496
1259,10286
1260,2032
1261,3617
1262,10715
1263,10443
1264,1623
1265,10577
1266,3414
1267,1874
1268,10459
1269,10626
1270,10853
1271,4183
1272,2142
1273,2800
1274,3632
1275,10309
1276,3683
1277,2097
1278,1533
1279,3917
1280,3581
1281,3874
1282,1569
1283,1605
1284,3078
1285,3342
1286,10416
1287,10374
1288,10456
1289,2461
1290,2954
1291,2956
1292,1673
1293,3185
1294,4101
1295,3074
1296,10898
1297,3183
1298,1645
1299,1899
1300,2743
1301,2490
1302,2998
1303,3515
1304,3354
1305,2135
1306,10608
1307,3593
1308,2900
1309,2253
1310,4031
1311,10779
1312,3736
1313,10642
1314,10919
1315,3845
1316,2329
1317,2657
1318,4294
1319,2067
1320,10918
1321,2766
1322,2758
1323,1636
1324,2790
1325,3670
1326,10703
1327,10313
1328,3792
1329,2850
1330,4250
1331,10570
1332,3046
1333,2141
1334,3213
1335,2280
1336,10868
1337,10347
1338,3373
1339,2027
1340,2425
1341,2927
1342,10602
1343,3169
1344,2191
1345,3417
1346,2491
1347,10420
1348,3897
1349,4004
1350,3472
1351,10449
1352,2226
1353,1624
1354,4140
1355,3170
1356,1760
1357,3676
1358,3335
1359,3151
1360,10763
1361,3571
1362,1853
1363,3656
1364,10906
1365,10823
1366,3271
1367,3616
1368,1985
1369,1509
1370,10584
1371,3098
1372,10929
1373,10272
1374,2011
1375,3104
1376,1922
1377,1640
1378,2866
1379,3440
1380,3561
1381,1975
1382,4254
1383,10502
1384,3947
1385,10574
1386,10591
1387,2426
1388,2459
1389,2279
1390,4266
1391,3908
1392,2008
1393,4170
1394,2047
1395,2951
1396,3657
1397,2990
1398,3660
1399,2079
1400,3215
1401,2341
1402,2940
1403,10538
1404,1542
1405,3709
1406,10664
1407,10854
1408,1521
1409,2089
1410,10736
1411,3266
1412,2112
1413,1944
1414,2473
1415,1534
1416,3464
1417,3142
1418,10933
1419,1758
1420,3972
1421,3458
1422,3216
1423,2667
1424,3524
1425,2611
1426,2933
1427,2216
1428,10432
1429,1685
1430,10710
1431,1905
1432,10691
1433,3208
1434,3748
1435,2029
1436,2423
1437,2483
1438,2597
1439,2843
1440,3692
1441,2738
1442,2773
1443,4100
1444,2538
1445,2225
1446,4119
1447,10400
1448,10369
1449,3397
1450,3506
1451,10764
1452,1844
1453,10301
1454,3379
1455,10468
1456,3861
1457,1813
1458,4022
1459,2001
1460,4143
1461,3408
1462,2410
1463,1742
1464,10548
1465,3231
1466,4115
1467,1917
1468,1555
1469,2505
1470,2350
1471,4024
1472,3715
1473,3930
1474,10799
1475,10587
1476,3610
1477,2804
1478,4383
1479,3877
1480,1561
1481,2106
1482,4319
1483,10521
1484,1496
1485,3308
1486,3634
1487,1794
1488,3599
1489,1665
1490,1480
1491,2794
1492,10565
1493,3864
1494,3619
1495,3539
1496,3434
1497,10725
1498,10829
1499,10390
1500,2651
1501,4071
1502,4274
1503,1812
1504,3453
1505,10472
1506,10336
1507,3405
1508,2871
1509,4161
1510,1662
1511,3315
1512,4334
1513,3407
1514,10795
1515,1931
1516,2321
1517,4104
1518,1789
1519,2431
1520,3734
1521,2214
1522,2005
1523,3949
1524,2374
1525,10723
1526,2207
1527,3605
1528,2514
1529,1590
1530,3232
1531,10356
1532,3171
1533,3900
1534,10870
1535,4082
1536,1626
1537,3325
1538,4135
1539,3973
1540,3394
1541,1873
1542,10636
1543,3100
1544,3350
1545,2187
1546,2924
1547,3283
1548,10228
1549,10901
1550,10754
1551,2290
1552,2139
1553,3423
1554,4351
1555,10649
1556,4002
1557,1772
1558,1999
1559,3273
1560,1937
1561,4017
1562,2437
1563,4151
1564,3154
1565,10325
1566,1621
1567,10819
1568,2967
1569,10482
1570,2645
1571,10769
1572,3789
1573,10706
1574,2452
1575,1716
1576,10806
1577,2787
1578,2607
1579,4279
1580,3486
1581,3846
1582,2801
1583,4209
1584,2153
1585,2273
1586,10500
1587,2903
1588,3176
1589,1837
1590,3677
1591,4204
1592,1963
1593,3498
1594,4342
1595,3422
1596,3840
1597,1524
1598,1790
1599,1578
1600,3875
1601,2744
1602,3136
1603,2769
1604,1906
1605,3148
1606,2264
1607,2060
1608,1681
1609,3749
1610,4241
1611,10881
1612,2980
1613,4324
1614,3924
1615,2176
1616,4139
1617,10851
1618,3927
1619,10878
1620,10351
1621,2035
1622,3299
1623,2828
1624,2228
1625,10441
1626,2017
1627,4003
1628,10721
1629,3143
1630,10749
1631,10788
1632,10796
1633,4172
1634,1932
1635,3056
1636,1520
1637,1904
1638,3644
1639,10240
1640,4074
1641,1741
1642,3121
1643,10226
1644,1652
1645,1798
1646,2705
1647,10704
1648,3110
1649,3597
1650,10843
1651,3410
1652,2464
1653,2740
1654,2204
1655,1935
1656,2069
1657,1539
1658,3192
1659,4333
1660,2034
1661,3953
1662,4175
1663,10328
1664,2849
1665,1701
1666,2037
1667,10241
1668,2606
1669,1811
1670,3752
1671,4325
1672,2238
1673,10376
1674,2233
1675,2124
1676,2703
1677,4153
1678,3816
1679,10378
1680,3290
1681,1473
1682,3395
1683,4193
1684,2016
1685,3831
1686,2018
1687,1915
1688,2487
1689,3608
1690,2004
1691,3808
1692,10662
1693,1689
1694,3357
1695,1755
1696,10826
1697,1781
1698,2116
1699,2201
1700,2650
1701,3165
1702,3742
1703,4072
1704,3428
1705,2899
1706,2009
1707,2616
1708,3850
1709,3784
1710,3343
1711,10910
1712,2923
1713,3113
1714,2568
1715,4358
1716,3847
1717,3854
1718,3929
1719,2433
1720,4178
1721,1678
1722,10613
1723,10481
1724,3358
1725,3285
1726,2259
1727,4005
1728,2503
1729,3489
1730,1469
1731,3159
1732,4016
1733,10433
1734,3172
1735,2476
1736,2974
1737,2629
1738,3052
1739,3554
1740,4095
1741,2110
1742,3810
1743,2480
1744,3229
1745,2230
1746,2072
1747,2438
1748,3073
1749,3182
1750,4008
1751,10815
1752,4131
1753,3862
1754,10693
1755,3481
1756,4379
1757,4345
1758,1545
1759,3364
1760,1526
1761,10269
1762,10266
1763,4298
1764,2642
1765,3228
1766,4281
1767,1467
1768,2194
1769,10284
1770,10332
1771,3966
1772,2560
1773,3089
1774,2792
1775,2842
1776,3607
1777,3436
1778,10846
1779,2314
1780,3951
1781,10772
1782,10802
1783,4338
1784,4088
1785,4236
1786,2074
1787,10812
1788,1500
1789,10681
1790,10911
1791,4346
1792,1584
1793,3553
1794,1981
1795,2460
1796,10268
1797,3813
1798,2551
1799,10716
1800,3080
1801,4251
1802,3457
1803,10401
1804,2598
1805,10887
1806,10601
1807,4011
1808,3254
1809,2120
1810,1726
1811,2571
1812,2057
1813,3030
1814,10552
1815,1736
1816,2817
1817,10808
1818,1635
1819,2370
1820,2582
1821,2815
1822,4378
1823,2353
1824,3381
1825,2068
1826,1609
1827,2898
1828,3053
1829,2553
1830,2319
1831,1489
1832,3468
1833,4348
1834,1724
1835,10431
1836,2412
1837,3120
1838,4111
1839,1959
1840,4321
1841,4385
1842,10411
1843,10360
1844,3776
1845,10814
1846,2646
1847,3319
1848,10540
1849,1482
1850,4352
1851,3974
1852,3560
1853,10617
1854,2219
1855,10867
1856,3167
1857,2328
1858,10761
1859,10234
1860,1982
1861,1908
1862,2543
1863,10407
1864,2366
1865,1648
1866,2867
1867,3178
1868,1868
1869,10801
1870,2718
1871,3452
1872,3478
1873,10279
1874,1888
1875,1839
1876,3196
1877,1632
1878,2205
1879,10238
1880,4187
1881,4015
1882,2307
1883,2070
1884,2299
1885,4091
1886,3916
1887,1552
1888,2863
1889,3503
1890,3241
1891,3068
1892,1508
1893,10480
1894,2463
1895,2472
1896,3591
1897,10787
1898,4355
1899,10518
1900,10436
1901,3751
1902,3096
1903,2498
1904,2247
1905,3957
1906,2730
1907,2700
1908,2212
1909,2664
1910,10595
1911,3621
1912,2256
1913,3353
1914,1743
1915,1735
1916,2172
1917,1979
1918,3809
1919,10261
1920,1548
1921,3855
1922,10822
1923,10408
1924,1710
1925,10270
1926,4283
1927,3466
1928,2695
1929,4052
1930,1703
1931,1498
1932,1863
1933,10840
1934,3054
1935,2692
1936,3063
1937,1468
1938,4268
1939,3190
1940,3941
1941,10528
1942,1622
1943,10631
1944,1919
1945,2262
1946,4121
1947,3029
1948,10541
1949,3885
1950,3556
1951,1568
1952,10762
1953,3359
1954,10560
1955,10885
1956,2355
1957,10545
1958,3006
1959,4363
1960,3773
1961,10237
1962,2649
1963,2902
1964,3725
1965,2823
1966,3072
1967,4382
1968,10717
1969,10905
1970,10242
1971,2613
1972,3240
1973,3693
1974,3791
1975,4253
1976,10751
1977,2352
1978,2445
1979,10438
1980,3057
1981,1502
1982,10249
1983,1714
1984,1950
1985,2761
1986,2206
1987,2992
1988,10861
1989,10890
1990,4109
1991,3982
1992,3586
1993,3160
1994,1484
1995,4134
1996,2145
1997,3132
1998,10498
1999,4007
2000,1775
2001,3001
2002,3000
2003,4102
2004,2036
2005,4202
2006,4152
2007,10579
2008,3559
2009,3212
2010,4190
2011,2394
2012,2509
2013,10300
2014,10551
2015,1926
2016,2511
2017,2623
2018,3659
2019,2603
2020,3705
2021,2015
2022,4222
2023,1942
2024,10485
2025,4221
2026,3643
2027,1854
2028,1491
2029,1923
2030,2188
2031,2588
2032,2638
2033,1477
2034,2707
2035,3047
2036,3326
2037,3722
2038,2220
2039,10869
2040,2338
2041,10488
2042,10296
2043,4126
2044,10479
2045,2436
2046,10702
2047,10750
2048,10558
2049,10705
2050,2682
2051,10290
2052,2952
2053,3288
2054,3084
2055,4326
2056,3202
2057,3762
2058,10387
2059,3307
2060,3574
2061,4330
2062,3513
2063,4081
2064,10865
2065,4129
2066,1939
2067,1799
2068,1834
2069,1912
2070,2365
2071,3907
2072,2149
2073,1642
2074,10330
2075,10586
2076,1580
2077,4289
2078,3286
2079,2041
2080,4340
2081,1825
2082,1765
2083,4137
2084,3130
2085,10798
2086,3197
2087,10864
2088,2411
2089,1607
2090,1761
2091,2704
2092,3152
2093,1764
2094,3401
2095,3890
2096,3398
2097,1718
2098,3912
2099,1547
2100,2356
2101,10463
2102,3186
2103,3475
2104,2143
2105,10353
2106,3111
2107,3157
2108,4099
2109,2160
2110,3713
2111,10800
2112,2019
2113,1971
2114,4149
2115,2162
2116,10837
2117,2039
2118,1675
2119,2942
2120,10790
2121,10403
2122,3021
2123,3666
2124,3623
2125,3633
2126,4216
2127,2546
2128,1625
2129,3783
2130,10907
2131,2901
2132,10927
2133,10464
2134,4029
2135,3940
2136,10267
2137,1511
2138,1591
2139,1592
2140,2921
2141,10892
2142,3310
2143,1875
2144,3158
2145,4146
2146,2026
2147,2306
2148,1771
2149,10423
2150,3769
2151,2887
2152,2767
2153,10671
2154,4223
2155,2953
2156,3750
2157,3146
2158,1814
2159,2786
2160,10555
2161,2770
2162,3099
2163,3594
2164,4331
2165,1823
2166,3333
2167,1749
2168,10467
2169,10793
2170,1691
2171,10385
2172,3396
2173,3274
2174,2570
2175,2400
2176,2803
2177,3926
2178,1593
2179,2986
2180,1529
2181,1505
2182,10781
2183,3856
2184,2540
2185,3888
2186,2241
2187,10735
2188,3079
2189,2888
2190,2022
2191,10324
2192,2689
2193,10755
2194,3174
2195,1796
2196,3707
2197,4080
2198,2594
2199,3320
2200,1943
2201,4300
2202,1606
2203,2056
2204,3424
2205,2515
2206,2984
2207,10871
2208,3997
2209,2962
2210,3419
2211,2626
2212,4097
2213,1933
2214,2086
2215,3979
2216,10281
2217,1896
2218,10371
2219,2099
2220,10893
2221,2192
2222,2605
2223,10393
2224,2592
2225,3248
2226,3483
2227,3018
2228,2848
2229,3150
2230,2567
2231,3442
2232,3788
2233,2632
2234,10405
2235,1549
2236,10397
2237,10362
2238,1901
2239,1807
2240,3469
2241,3614
2242,2489
2243,2816
2244,2585
2245,3279
2246,3477
2247,2885
2248,2889
2249,1918
2250,3449
2251,3598
2252,4275
2253,2399
2254,4200
2255,10697
2256,10831
2257,4164
2258,4181
2259,3853
2260,2831
2261,3188
2262,10404
2263,10811
2264,4231
2265,1643
2266,2873
2267,3671
2268,2449
2269,2285
2270,4060
2271,2612
2272,3706
2273,1903
2274,2244
2275,3087
2276,1692
2277,1518
2278,1719
2279,2566
2280,10470
2281,2891
2282,4322
2283,3575
2284,4296
2285,2010
2286,10435
2287,2932
2288,2699
2289,3122
2290,2417
2291,10566
2292,3700
2293,4057
2294,2424
2295,2975
2296,3276
2297,3815
2298,10380
2299,2166
2300,4042
2301,1574
2302,2820
2303,3620
2304,4201
2305,2237
2306,10585
2307,2673
2308,3355
2309,2389
2310,2276
2311,2778
2312,1619
2313,2414
2314,3371
2315,3008
2316,2862
2317,3528
2318,1666
2319,1720
2320,3049
2321,10275
2322,4171
2323,3002
2324,2897
2325,3977
2326,10409
2327,3920
2328,4205
2329,2808
2330,10444
2331,3390
2332,3962
2333,4112
2334,2771
2335,2457
2336,3251
2337,2595
2338,4065
2339,2821
2340,3519
2341,4386
2342,4142
2343,3297
2344,3618
2345,2369
2346,10876
2347,2178
2348,2378
2349,3479
2350,2179
2351,1723
2352,2291
2353,2435
2354,3461
2355,10891
2356,1842
2357,2661
2358,3129
2359,2832
2360,4196
2361,2185
2362,1581
2363,3163
2364,1957
2365,10771
2366,10278
2367,2373
2368,4167
2369,3804
2370,2295
2371,3835
2372,2150
2373,4367
2374,2293
2375,3139
2376,2434
2377,4391
2378,10224
2379,1571
2380,2796
2381,3636
2382,3760
2383,2714
2384,10465
2385,1791
2386,10550
2387,10731
2388,10308
2389,2762
2390,1824
2391,3346
2392,3852
2393,1481
2394,3531
2395,2107
2396,10365
2397,10526
2398,4067
2399,1656
2400,1930
2401,10657
2402,3589
2403,1535
2404,1833
2405,4299
2406,4248
2407,3728
2408,3179
2409,3318
2410,3223
2411,3695
2412,3975
2413,2392
2414,3823
2415,4270
2416,10352
2417,4030
2418,10934
2419,1992
2420,10522
2421,2686
2422,2443
2423,2545
2424,4106
2425,2789
2426,1998
2427,1589
2428,3236
2429,10614
2430,2258
2431,3488
2432,10884
2433,3873
2434,2278
2435,10882
2436,2045
2437,1886
2438,3291
2439,2470
2440,2615
2441,1499
2442,1572
2443,3013
2444,1492
2445,3876
2446,4226
2447,10524
2448,3691
2449,10848
2450,10429
2451,3811
2452,3698
2453,10930
2454,3448
2455,3418
2456,3293
2457,10282
2458,3563
2459,2841
2460,10316
2461,10494
2462,1832
2463,10544
2464,3887
2465,3014
2466,2925
2467,1699
2468,3115
2469,3168
2470,1614
2471,10561
2472,1818
2473,3430
2474,4303
2475,1773
2476,1583
2477,1657
2478,10828
2479,2128
2480,4276
2481,3272
2482,4068
2483,4064
2484,3460
2485,2735
2486,4050
2487,1751
2488,3199
2489,2248
2490,2387
2491,4290
2492,3921
2493,10556
2494,10942
2495,2221
