,ÉfÅ[É^
646,222
647,1065
648,1425
649,922
650,887
651,786
652,1126
653,1265
654,1435
655,921
656,1076
657,550
658,1219
659,1374
660,257
661,78
662,849
663,1043
664,732
665,703
666,629
667,1016
668,911
669,1279
670,1193
671,464
672,235
673,389
674,111
675,587
676,530
677,263
678,1173
679,1039
680,190
681,117
682,375
683,569
684,712
685,1237
686,741
687,1459
688,1347
689,672
690,249
691,419
692,835
693,1224
694,760
695,300
696,773
697,169
698,820
699,365
700,1055
701,901
702,1082
703,64
704,1167
705,563
706,792
707,900
708,181
709,341
710,33
711,992
712,727
713,447
714,1079
715,24
716,753
717,1010
718,1222
719,1141
720,645
721,613
722,208
723,259
724,60
725,105
726,1276
727,1401
728,1398
729,92
730,302
731,838
732,324
733,943
734,1376
735,577
736,614
737,335
738,5
739,184
740,433
741,361
742,346
743,824
744,245
745,1317
746,877
747,601
748,1448
749,1381
750,1252
751,1405
752,299
753,878
754,492
755,183
756,599
757,176
758,800
759,1156
760,35
761,1093
762,198
763,1182
764,827
765,481
766,567
767,1070
768,1207
769,397
770,1006
771,762
772,1071
773,1335
774,388
775,1011
776,1259
777,348
778,938
779,132
780,215
781,743
782,1349
783,43
784,620
785,1166
786,1341
787,1313
788,295
789,822
790,55
791,1412
792,1422
793,664
794,231
795,1391
796,1148
797,417
798,958
799,1203
800,1047
801,564
802,638
803,1437
804,1030
805,1344
806,1254
807,1121
808,1403
809,124
810,999
811,347
812,54
813,255
814,1375
815,195
816,289
817,483
818,514
819,225
820,690
821,6
822,1199
823,836
824,260
825,939
826,1185
827,840
828,442
829,287
830,1273
831,754
832,138
833,1226
834,497
835,162
836,37
837,898
838,439
839,784
840,2
841,488
842,951
843,771
844,1301
845,1208
846,978
847,696
848,1343
849,1144
850,1230
851,211
852,326
853,1283
854,1420
855,80
856,1162
857,686
858,1202
859,456
860,1260
861,321
862,987
863,604
864,794
865,412
866,405
867,748
868,1197
869,38
870,16
871,904
872,593
873,1379
874,1118
875,1377
876,807
877,752
878,677
879,872
880,20
881,576
882,36
883,301
884,1274
885,104
886,1372
887,1139
888,623
889,463
890,355
891,336
892,821
893,1383
894,1446
895,1275
896,390
897,1337
898,1003
899,32
900,846
901,1299
902,144
903,83
904,448
905,1098
906,1359
907,1270
908,380
909,1109
910,1400
911,619
912,588
913,1277
914,1153
915,3
916,1053
917,665
918,1331
919,1304
920,126
921,1147
922,1087
923,722
924,728
925,829
926,296
927,1415
928,516
929,507
930,1428
931,1418
932,989
933,780
934,1321
935,179
936,431
937,522
938,1096
939,589
940,242
941,106
942,1135
943,450
944,718
945,541
946,632
947,870
948,1064
949,292
950,272
951,1215
952,264
953,798
954,436
955,1355
956,830
957,1370
958,871
959,518
960,457
961,875
962,1132
963,580
964,1278
965,546
966,515
967,1137
968,382
969,281
970,1380
971,232
972,247
973,761
974,294
975,108
976,713
977,1100
978,1181
979,684
980,1189
981,209
982,779
983,79
984,1238
985,585
986,839
987,234
988,704
989,1214
990,984
991,1434
992,1240
993,724
994,918
995,1176
996,751
997,873
998,400
999,946
1000,1433
1001,495
1002,1036
1003,334
1004,826
1005,843
1006,1430
1007,81
1008,1309
1009,1357
1010,1315
1011,856
1012,1004
1013,1326
1014,1131
1015,462
1016,1253
1017,689
1018,110
1019,304
1020,1318
1021,934
