,ÉfÅ[É^
475,685
476,308
477,9
478,785
479,437
480,686
481,408
482,1058
483,413
484,948
485,570
486,608
487,194
488,681
489,303
490,875
491,72
492,586
493,442
494,6
495,1064
496,1071
497,952
498,374
499,943
500,561
501,5
502,963
503,201
504,83
505,730
506,555
507,1075
508,28
509,32
510,616
511,548
512,765
513,71
514,1043
515,196
516,731
517,854
518,736
519,86
520,125
521,545
522,846
523,990
524,768
525,858
526,284
527,614
528,599
529,733
530,439
531,623
532,724
533,1033
534,594
535,847
536,175
537,805
538,665
539,878
540,333
541,694
542,80
543,273
544,606
545,277
546,496
547,993
548,107
549,145
550,228
551,497
552,1057
553,259
554,750
555,588
556,984
557,688
558,759
559,811
560,101
561,182
562,902
563,619
564,365
565,235
566,1072
567,342
568,802
569,52
570,479
571,757
572,754
573,719
574,937
575,856
576,944
577,138
578,337
579,514
580,124
581,851
582,748
583,329
584,932
585,633
586,866
587,610
588,661
589,82
590,986
591,119
592,116
593,585
594,945
595,334
596,872
597,621
598,1083
599,434
600,355
601,966
602,351
603,796
604,706
605,758
606,669
607,244
608,1048
609,1002
610,1090
611,625
612,507
613,482
614,1085
615,632
616,511
617,536
618,558
619,1009
620,838
621,174
622,65
623,574
624,75
625,456
626,240
627,127
628,949
629,649
630,1092
631,926
632,769
633,147
634,891
635,658
636,504
637,1007
638,397
639,1004
640,336
641,782
642,179
643,789
644,410
645,61
646,571
647,444
648,69
649,425
650,1042
651,46
652,466
653,1029
654,98
655,392
656,1059
657,234
658,1024
659,480
660,325
661,756
662,531
663,808
664,958
665,951
666,489
667,702
668,646
669,842
670,411
671,363
672,63
673,541
674,637
675,494
676,421
677,289
678,1039
679,465
680,200
681,320
682,171
683,911
684,659
685,249
686,680
687,150
688,687
689,92
690,815
691,10
692,556
693,203
694,341
695,312
696,957
697,166
698,212
699,188
700,140
701,550
702,987
703,1018
704,876
705,985
706,133
707,833
708,416
709,962
710,112
711,243
712,715
713,268
714,529
715,774
716,841
717,77
718,1000
719,699
720,794
721,887
722,542
723,584
724,262
725,901
726,153
727,141
728,807
729,751
730,803
731,592
732,666
733,318
734,398
735,457
736,813
737,156
738,354
739,535
740,347
741,291
742,15
743,305
744,129
745,427
746,292
747,894
748,630
749,94
750,357
751,424
752,53
753,660
754,674
755,532
756,368
757,526
758,821
759,415
760,304
761,627
762,253
763,835
764,1061
765,29
766,961
