“úŽž,EHP2-2,EHP4-4,EHP6-2
2019/6/16,36,30,3
2019/6/17,46,22,25
2019/6/18,58,29,45
2019/6/19,63,39,44
2019/6/20,69,33,38
2019/6/21,70,43,49
2019/6/22,38,25,14
2019/6/23,30,26,4
2019/6/24,37,19,13
2019/6/25,56,35,24
2019/6/26,85,43,43
2019/6/27,99,68,56
2019/6/28,102,68,58
2019/6/29,26,12,7
2019/6/30,18,5,3
2019/7/1,63,22,27
2019/7/2,49,38,38
2019/7/3,60,38,38
2019/7/4,62,20,30
2019/7/5,61,33,30
2019/7/6,15,5,4
2019/7/7,21,16,3
2019/7/8,31,16,12
2019/7/9,31,15,13
2019/7/10,37,16,20
2019/7/11,38,21,19
2019/7/12,51,19,9
2019/7/13,37,5,12
2019/7/14,4,18,5
2019/7/15,39,10,13
2019/7/16,54,30,13
2019/7/17,71,31,30
2019/7/18,91,40,44
2019/7/19,49,48,56
2019/7/20,31,51,17
2019/7/21,37,29,12
2019/7/22,77,32,34
2019/7/23,109,46,42
2019/7/24,111,54,68
2019/7/25,105,63,95
2019/7/26,148,75,89
2019/7/27,78,71,8
2019/7/28,70,21,30
2019/7/29,145,113,155
2019/7/30,151,117,152
2019/7/31,135,117,166
2019/8/1,178,114,225
2019/8/2,208,127,215
2019/8/3,84,84,4
2019/8/4,62,104,8
2019/8/5,180,145,231
2019/8/6,192,134,190
2019/8/7,186,148,181
2019/8/8,181,116,208
2019/8/9,181,107,193
2019/8/10,72,80,72
2019/8/11,28,109,3
2019/8/12,45,67,40
2019/8/13,102,119,152
2019/8/14,100,85,129
2019/8/15,92,90,103
2019/8/16,127,68,103
2019/8/17,75,74,6
2019/8/18,119,47,39
2019/8/19,125,96,146
2019/8/20,97,82,71
2019/8/21,105,60,89
2019/8/22,120,59,95
2019/8/23,92,47,71
2019/8/24,92,31,18
2019/8/25,37,36,23
2019/8/26,88,52,95
2019/8/27,107,49,70
2019/8/28,95,37,47
2019/8/29,137,50,80
2019/8/30,116,47,52
2019/8/31,58,42,7
2019/9/1,59,45,35
2019/9/2,137,85,127
2019/9/3,91,53,73
2019/9/4,89,38,47
2019/9/5,81,48,53
2019/9/6,137,76,97
2019/9/7,68,51,39
2019/9/8,70,44,40
2019/9/9,152,89,166
2019/9/10,160,86,154
2019/9/11,150,58,113
2019/9/12,106,55,71
2019/9/13,69,38,36
2019/9/14,4,32,7
2019/9/15,26,16,21
2019/9/16,24,20,15
2019/9/17,112,51,66
2019/9/18,49,31,32
2019/9/19,73,28,38
2019/9/20,65,27,44
2019/9/21,32,24,3
2019/9/22,25,28,10
2019/9/23,51,25,17
2019/9/24,88,47,62
2019/9/25,74,33,61
2019/9/26,79,37,53
2019/9/27,77,33,54
2019/9/28,48,38,20
2019/9/29,38,4,10
2019/9/30,85,36,64
2019/10/1,107,36,69
2019/10/2,107,49,69
2019/10/3,100,39,60
2019/10/4,109,36,64
2019/10/5,83,48,4
2019/10/6,12,13,7
2019/10/7,47,5,35
2019/10/8,52,10,26
2019/10/9,30,11,31
2019/10/10,55,5,29
2019/10/11,40,4,13
2019/10/12,4,4,4
2019/10/13,6,5,3
2019/10/14,5,4,3
2019/10/15,26,5,5
2019/10/16,24,4,4
2019/10/17,28,5,3
2019/10/18,12,4,4
2019/10/19,5,4,4
2019/10/20,4,5,5
2019/10/21,17,4,4
2019/10/22,4,4,4
2019/10/23,28,5,4
2019/10/24,12,4,4
2019/10/25,4,10,35
2019/10/26,20,8,4
2019/10/27,4,15,4
2019/10/28,13,5,4
2019/10/29,33,5,13
2019/10/30,29,4,7
2019/10/31,5,5,6
2019/11/1,4,5,4
2019/11/2,5,32,10
2019/11/3,4,24,3
2019/11/4,5,31,4
2019/11/5,4,35,11
2019/11/6,5,36,13
2019/11/7,4,27,9
2019/11/8,5,33,9
2019/11/9,18,35,3
2019/11/10,4,54,19
2019/11/11,0,0,0
2019/11/12,5,39,20
2019/11/13,27,12,27
2019/11/14,4,17,23
2019/11/15,5,29,6
2019/11/16,4,79,4
2019/11/17,5,62,4
2019/11/18,4,9,11
2019/11/19,5,21,13
2019/11/20,5,66,24
2019/11/21,8,62,29
2019/11/22,37,80,105
2019/11/23,39,72,4
2019/11/24,4,55,8
2019/11/25,8,14,86
2019/11/26,81,36,115
2019/11/27,91,63,112
2019/11/28,85,83,113
2019/11/29,53,83,92
2019/11/30,5,113,32
2019/12/1,91,81,17
2019/12/2,58,103,129
2019/12/3,50,47,59
2019/12/4,33,42,50
2019/12/5,54,81,83
2019/12/6,54,94,119
2019/12/7,56,91,57
2019/12/8,42,91,7
2019/12/9,97,106,165
2019/12/10,63,69,112
2019/12/11,13,50,81
2019/12/12,28,60,67
2019/12/13,70,76,65
2019/12/14,53,64,4
2019/12/15,35,77,38
2019/12/16,76,132,109
2019/12/17,91,69,115
2019/12/18,36,58,86
2019/12/19,64,86,123
2019/12/20,9,61,71
2019/12/21,58,50,4
2019/12/22,73,92,13
2019/12/23,72,79,129
2019/12/24,60,75,71
2019/12/25,71,82,162
2019/12/26,0,0,0
2019/12/27,76,77,107
2019/12/28,64,19,12
2019/12/29,4,5,4
2019/12/30,5,104,17
2019/12/31,4,80,4
2020/1/1,5,5,3
2020/1/2,4,4,4
2020/1/3,5,5,4
2020/1/4,132,66,37
2020/1/5,128,108,40
2020/1/6,132,136,176
2020/1/7,107,104,182
2020/1/8,99,113,170
2020/1/9,70,94,118
2020/1/10,21,87,117
2020/1/11,69,99,68
2020/1/12,63,66,4
2020/1/13,28,130,20
2020/1/14,73,100,138
2020/1/15,93,100,143
2020/1/16,65,113,138
2020/1/17,80,115,130
2020/1/18,134,139,19
2020/1/19,59,100,16
2020/1/20,44,93,143
2020/1/21,94,120,126
2020/1/22,94,118,152
2020/1/23,117,139,157
2020/1/24,64,93,92
2020/1/25,66,104,3
2020/1/26,101,112,10
2020/1/27,120,119,190
2020/1/28,148,125,187
2020/1/29,54,45,98
2020/1/30,27,47,85
2020/1/31,49,112,100
2020/2/1,81,80,20
2020/2/2,29,130,17
2020/2/3,66,49,119
2020/2/4,78,71,122
2020/2/5,81,85,104
2020/2/6,125,139,162
2020/2/7,136,110,140
2020/2/8,34,140,4
2020/2/9,40,118,16
2020/2/10,123,95,164
2020/2/11,53,88,29
2020/2/12,120,90,127
2020/2/13,80,60,98
2020/2/14,57,44,71
2020/2/15,5,24,6
2020/2/16,4,78,15
2020/2/17,55,33,116
2020/2/18,41,75,112
2020/2/19,62,102,80
2020/2/20,56,45,112
2020/2/21,45,20,93
2020/2/22,50,43,11
2020/2/23,4,57,15
2020/2/24,5,73,22
2020/2/25,53,30,107
2020/2/26,64,54,126
2020/2/27,64,84,111
2020/2/28,65,84,104
2020/2/29,13,70,14
2020/3/1,63,33,11
2020/3/2,65,79,130
2020/3/3,40,56,99
2020/3/4,62,68,106
2020/3/5,36,59,113
2020/3/6,40,80,97
2020/3/7,5,102,24
2020/3/8,57,61,58
2020/3/9,49,49,113
2020/3/10,26,27,93
2020/3/11,4,40,19
2020/3/12,12,24,88
2020/3/13,24,14,79
2020/3/14,120,39,4
2020/3/15,15,85,12
2020/3/16,73,77,136
2020/3/17,60,69,126
2020/3/18,8,50,49
2020/3/19,10,23,60
2020/3/20,5,18,5
2020/3/21,4,26,9
2020/3/22,5,50,10
2020/3/23,39,28,95
2020/3/24,35,60,97
2020/3/25,9,42,39
2020/3/26,4,45,75
2020/3/27,5,11,53
2020/3/28,4,46,31
2020/3/29,58,116,3
2020/3/30,30,44,132
2020/3/31,48,59,120
2020/4/1,25,63,111
2020/4/2,17,62,58
2020/4/3,5,37,54
2020/4/4,6,42,13
2020/4/5,4,54,42
2020/4/6,5,71,41
2020/4/7,30,66,77
2020/4/8,12,8,32
2020/4/9,22,9,52
2020/4/10,26,44,50
2020/4/11,4,70,40
2020/4/12,50,77,12
2020/4/13,5,150,73
2020/4/14,22,102,23
2020/4/15,12,70,38
2020/4/16,5,40,26
2020/4/17,4,30,27
2020/4/18,37,26,4
2020/4/19,4,5,14
2020/4/20,10,43,59
2020/4/21,5,4,29
2020/4/22,15,42,14
2020/4/23,4,17,13
2020/4/24,5,70,41
2020/4/25,5,62,4
2020/4/26,5,33,4
2020/4/27,13,55,24
2020/4/28,47,59,27
2020/4/29,12,4,8
2020/4/30,4,5,8
2020/5/1,5,5,4
2020/5/2,4,5,4
2020/5/3,5,4,4
2020/5/4,4,5,4
2020/5/5,5,5,3
2020/5/6,4,4,4
2020/5/7,5,48,6
2020/5/8,5,8,7
2020/5/9,4,4,5
2020/5/10,5,5,4
2020/5/11,26,28,4
2020/5/12,32,12,3
2020/5/13,42,5,7
2020/5/14,4,4,6
2020/5/15,26,4,8
2020/5/16,4,5,4
2020/5/17,4,4,3
2020/5/18,25,4,7
2020/5/19,20,5,3
2020/5/20,4,4,4
2020/5/21,4,4,3
2020/5/22,4,5,4
2020/5/23,5,4,3
2020/5/24,4,4,3
2020/5/25,7,5,5
2020/5/26,9,4,8
2020/5/27,9,4,4
2020/5/28,16,5,6
2020/5/29,34,4,10
2020/5/30,7,4,17
2020/5/31,4,5,3
2020/6/1,5,4,4
2020/6/2,47,4,5
2020/6/3,89,38,25
2020/6/4,88,52,16
2020/6/5,118,78,27
2020/6/6,58,7,27
2020/6/7,13,4,6
2020/6/8,79,5,42
2020/6/9,160,126,53
2020/6/10,140,102,67
2020/6/11,107,146,78
2020/6/12,236,146,112
2020/6/13,35,4,15
2020/6/14,5,5,12
2020/6/15,100,103,81
2020/6/16,107,72,54
2020/6/17,87,48,60
2020/6/18,52,49,42
2020/6/19,16,16,23
2020/6/20,45,16,13
2020/6/21,15,30,4
2020/6/22,23,6,10
2020/6/23,63,19,28
2020/6/24,43,25,16
2020/6/25,53,9,39
2020/6/26,116,104,52
2020/6/27,76,98,32
2020/6/28,10,31,8
2020/6/29,76,59,51
2020/6/30,123,75,41
2020/7/1,163,85,42
2020/7/2,232,107,63
2020/7/3,111,75,45
2020/7/4,47,36,7
2020/7/5,21,35,11
2020/7/6,133,52,31
2020/7/7,176,116,60
2020/7/8,83,54,49
2020/7/9,98,39,36
2020/7/10,153,78,53
2020/7/11,99,92,19
2020/7/12,78,5,11
2020/7/13,65,51,17
2020/7/14,78,29,29
2020/7/15,49,7,24
2020/7/16,40,8,16
2020/7/17,36,4,10
2020/7/18,23,5,3
2020/7/19,31,4,4
2020/7/20,147,177,82
2020/7/21,141,106,82
2020/7/22,159,109,98
2020/7/23,31,42,6
2020/7/24,44,15,17
2020/7/25,19,42,33
2020/7/26,54,14,3
2020/7/27,225,136,94
2020/7/28,213,88,98
2020/7/29,78,45,24
2020/7/30,64,42,42
2020/7/31,107,39,58
2020/8/1,75,96,12
2020/8/2,25,14,23
2020/8/3,178,123,140
2020/8/4,193,190,151
2020/8/5,176,202,173
2020/8/6,226,196,171
2020/8/7,314,246,227
2020/8/8,70,118,75
2020/8/9,71,159,23
2020/8/10,68,199,73
2020/8/11,342,230,312
2020/8/12,218,223,236
2020/8/13,186,136,229
2020/8/14,187,177,222
2020/8/15,131,248,84
2020/8/16,99,185,89
2020/8/17,269,229,270
2020/8/18,242,203,270
2020/8/19,263,159,220
2020/8/20,246,190,181
2020/8/21,263,218,227
2020/8/22,144,126,35
2020/8/23,32,93,15
2020/8/24,198,123,169
2020/8/25,186,101,180
2020/8/26,193,124,185
2020/8/27,177,138,181
2020/8/28,200,164,195
2020/8/29,224,111,45
2020/8/30,103,155,39
2020/8/31,190,169,183
2020/9/1,120,116,67
2020/9/2,127,103,111
2020/9/3,217,118,132
2020/9/4,187,189,224
2020/9/5,126,111,12
2020/9/6,28,48,61
2020/9/7,133,88,98
2020/9/8,155,108,148
2020/9/9,126,120,156
2020/9/10,130,105,129
2020/9/11,157,100,121
2020/9/12,63,55,11
2020/9/13,21,23,22
2020/9/14,91,34,37
2020/9/15,90,42,45
2020/9/16,57,56,31
2020/9/17,93,66,32
2020/9/18,135,144,80
2020/9/19,52,38,3
2020/9/20,27,17,6
2020/9/21,15,12,4
2020/9/22,47,4,11
2020/9/23,45,5,8
2020/9/24,33,4,4
2020/9/25,41,4,2
2020/9/26,23,5,3
2020/9/27,5,4,2
2020/9/28,42,5,10
2020/9/29,19,4,4
2020/9/30,31,4,8
2020/10/1,29,5,10
2020/10/2,36,4,7
2020/10/3,62,4,8
2020/10/4,4,5,4
2020/10/5,37,4,9
2020/10/6,29,4,8
2020/10/7,26,5,4
2020/10/8,7,4,3
2020/10/9,9,4,31
2020/10/10,17,5,48
2020/10/11,9,4,4
2020/10/12,32,4,5
2020/10/13,32,5,4
2020/10/14,16,4,2
2020/10/15,10,4,6
2020/10/16,9,5,7
2020/10/17,10,4,6
2020/10/18,7,4,29
2020/10/19,18,5,33
2020/10/20,5,4,21
2020/10/21,7,4,13
2020/10/22,5,5,12
2020/10/23,4,4,12
2020/10/24,32,4,3
2020/10/25,4,5,3
2020/10/26,5,4,7
2020/10/27,5,4,3
2020/10/28,4,5,9
2020/10/29,5,4,10
2020/10/30,11,4,52
2020/10/31,4,19,3
2020/11/1,7,22,3
2020/11/2,4,5,10
2020/11/3,5,13,18
2020/11/4,4,32,41
2020/11/5,7,9,35
2020/11/6,33,24,86
2020/11/7,4,36,2
2020/11/8,30,40,3
2020/11/9,4,4,49
2020/11/10,24,19,80
2020/11/11,45,20,72
2020/11/12,66,43,111
2020/11/13,15,51,83
2020/11/14,4,75,43
2020/11/15,43,37,3
2020/11/16,10,7,59
2020/11/17,16,58,16
2020/11/18,4,47,18
2020/11/19,5,7,5
2020/11/20,5,5,5
2020/11/21,30,15,4
2020/11/22,4,13,6
2020/11/23,5,17,3
2020/11/24,47,49,99
2020/11/25,59,53,106
2020/11/26,36,52,88
2020/11/27,5,48,85
2020/11/28,4,30,3
2020/11/29,5,44,56
2020/11/30,57,56,127
2020/12/1,46,67,116
2020/12/2,68,50,132
2020/12/3,70,87,137
2020/12/4,42,69,114
2020/12/5,4,83,38
2020/12/6,16,69,46
2020/12/7,63,45,130
2020/12/8,50,6,105
2020/12/9,50,85,111
2020/12/10,82,64,128
2020/12/11,67,63,109
2020/12/12,42,70,10
2020/12/13,5,42,18
2020/12/14,78,63,146
2020/12/15,86,61,147
2020/12/16,107,137,169
2020/12/17,89,74,152
2020/12/18,96,80,148
2020/12/19,70,40,75
2020/12/20,56,56,2
2020/12/21,121,140,188
2020/12/22,119,73,155
2020/12/23,91,60,134
2020/12/24,108,87,134
2020/12/25,82,70,134
2020/12/26,43,46,13
2020/12/27,91,81,20
2020/12/28,46,73,147
2020/12/29,4,82,28
2020/12/30,5,51,17
2020/12/31,4,4,3
2021/1/1,5,5,3
2021/1/2,4,5,34
2021/1/3,5,4,28
2021/1/4,201,253,205
2021/1/5,133,150,203
2021/1/6,143,152,189
2021/1/7,122,113,163
2021/1/8,128,148,191
2021/1/9,99,124,50
2021/1/10,58,106,52
2021/1/11,180,165,28
2021/1/12,114,155,252
2021/1/13,92,129,177
2021/1/14,79,87,150
2021/1/15,91,99,169
2021/1/16,5,72,11
2021/1/17,62,58,27
2021/1/18,109,120,202
2021/1/19,120,96,188
2021/1/20,112,120,160
2021/1/21,120,113,175
2021/1/22,91,79,129
2021/1/23,68,158,58
2021/1/24,96,88,103
2021/1/25,80,121,170
2021/1/26,93,105,165
2021/1/27,56,19,133
2021/1/28,88,75,194
2021/1/29,85,73,161
2021/1/30,57,132,13
2021/1/31,67,73,36
2021/2/1,105,107,213
2021/2/2,79,80,145
2021/2/3,90,72,58
2021/2/4,82,89,145
2021/2/5,91,74,134
2021/2/6,63,92,47
2021/2/7,54,9,3
2021/2/8,96,85,158
2021/2/9,80,75,155
2021/2/10,93,79,132
2021/2/11,70,79,20
2021/2/12,99,89,147
2021/2/13,5,13,16
2021/2/14,4,60,11
2021/2/15,88,47,131
2021/2/16,60,36,105
2021/2/17,78,72,68
2021/2/18,5,87,146
2021/2/19,101,89,123
2021/2/20,26,12,48
2021/2/21,4,5,3
2021/2/22,23,67,74
2021/2/23,5,32,40
2021/2/24,117,127,117
2021/2/25,16,63,125
2021/2/26,70,61,114
2021/2/27,68,142,27
2021/2/28,53,115,20
2021/3/1,66,74,122
2021/3/2,31,54,86
2021/3/3,73,66,123
2021/3/4,77,48,111
2021/3/5,58,71,95
2021/3/6,32,37,8
2021/3/7,4,62,28
