,0
2022-07-03,17
2022-07-04,63
2022-07-05,62
2022-07-06,37
2022-07-07,61
2022-07-08,37
2022-07-09,16
2022-07-10,17
2022-07-11,37
2022-07-12,65
2022-07-13,24
2022-07-14,30
2022-07-15,20
2022-07-16,10
2022-07-17,17
2022-07-18,33
2022-07-19,61
2022-07-20,38
2022-07-21,61
2022-07-22,42
2022-07-23,16
2022-07-24,17
2022-07-25,38
2022-07-26,66
2022-07-27,39
2022-07-28,62
2022-07-29,38
2022-07-30,17
2022-07-31,17
