,ÉfÅ[É^
1847,1549
1848,2129
1849,2848
1850,1010
1851,2025
1852,1345
1853,1358
1854,462
1855,2797
1856,652
1857,2458
1858,1861
1859,1993
1860,1141
1861,1412
1862,1204
1863,2249
1864,1864
1865,706
1866,472
1867,1640
1868,1906
1869,115
1870,672
1871,1066
1872,2123
1873,252
1874,2337
1875,156
1876,213
1877,2351
1878,1532
1879,2347
1880,436
1881,2189
1882,2730
1883,1100
1884,550
1885,428
1886,2759
1887,1264
1888,2442
1889,2291
1890,1544
1891,2017
1892,2248
1893,607
1894,542
1895,1673
1896,499
1897,1149
1898,355
1899,2686
1900,969
1901,973
1902,2031
1903,1732
1904,452
1905,2901
1906,2578
1907,2240
1908,858
1909,908
1910,1120
1911,579
1912,2010
1913,60
1914,7
1915,163
1916,96
1917,145
1918,2170
1919,1579
1920,868
1921,894
1922,1019
1923,418
1924,348
1925,512
1926,733
1927,22
1928,2760
1929,1587
1930,469
1931,2587
1932,2286
1933,685
1934,198
1935,2791
1936,1338
1937,2551
1938,2665
1939,1239
1940,828
1941,231
1942,2881
1943,1721
1944,1771
1945,423
1946,87
1947,1571
1948,2873
1949,1955
1950,1541
1951,530
1952,1749
1953,180
1954,604
1955,266
1956,2405
1957,2180
1958,113
1959,806
1960,2699
1961,409
1962,1330
1963,276
1964,2387
1965,1985
1966,614
1967,1564
1968,963
1969,2717
1970,393
1971,1048
1972,947
1973,2905
1974,287
1975,1918
1976,2599
1977,1521
1978,1056
1979,2394
1980,1857
1981,795
1982,1939
1983,1664
1984,907
1985,1470
1986,2168
1987,629
1988,2120
1989,2318
1990,1074
1991,525
1992,2833
1993,1098
1994,1964
1995,2641
1996,2518
1997,2316
1998,1045
1999,650
2000,2288
2001,1469
2002,2746
2003,1039
2004,2674
2005,1949
2006,1693
2007,2673
2008,2165
2009,1377
2010,27
2011,2725
2012,520
2013,164
2014,2824
2015,2448
2016,2499
2017,1444
2018,2795
2019,1418
2020,853
2021,400
2022,1737
2023,1905
2024,1144
2025,1817
2026,1309
2027,871
2028,2484
2029,2917
2030,2202
2031,2478
2032,2465
2033,1296
2034,2217
2035,1921
2036,2399
2037,388
2038,371
2039,2692
2040,1716
2041,2348
2042,2482
2043,450
2044,2682
2045,134
2046,701
2047,438
2048,387
