リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
26,25.6,60,46,26,25.8,60,60
26,26.2,60,0,26,26.3,60,31
26,26.3,37,0,26,26.1,37,37
26,27.2,0,0,26,26.2,0,0
26,27.5,0,0,26,26.7,0,0
26,27.4,0,0,26,26.8,0,0
26,27.5,0,0,26,26.9,0,0
26,27.5,0,0,26,27,0,0
26,27.7,0,0,26,27.1,0,0
26,27.7,0,0,26,27.1,0,0
26,27.4,6,6,26,27.2,6,6
26,25.9,60,13,26,26,60,26
26,26.1,60,10,26,25.6,60,27
26,26.4,60,0,26,26.2,60,17
25,25.3,60,42,25,25.1,60,27
25,25,60,34,25,25.2,60,49
25,24.8,60,60,25,24.9,60,46
24,24.8,60,60,24,24.8,60,46
24,25.5,60,2,24,25.6,60,15
26,26.1,60,0,26,25.8,60,46
25,25.9,60,38,25,25.8,60,50
26,25.9,24,0,26,26.4,24,22
26,26.3,60,0,26,26.3,60,60
26,26.3,60,27,26,26.5,60,58
26,25.8,60,60,26,26.1,60,60
26,26.1,53,0,26,26.3,53,0
25,26.2,60,20,25,26.3,60,40
25,25.5,41,41,25,25.6,41,41
26,25.7,0,0,26,25.7,0,0
26,26.7,0,0,26,26.3,0,0
26,26.9,0,0,26,26.5,0,0
26,26.9,0,0,26,26.6,0,0
26,27,0,0,26,26.7,0,0
26,27.2,0,0,26,26.8,0,0
26,27.4,0,0,26,26.9,0,0
27,26.3,49,3,27,26.5,49,4
27,26.6,60,0,27,27,60,0
27,26.8,60,0,27,27.2,60,0
27,26.8,60,0,27,27.2,60,0
27,26.8,60,0,27,27.2,60,4
25,25.9,60,59,25,25.8,60,60
25,26,60,3,25,26.6,60,3
28,26.6,60,0,28,27.4,60,0
27,26.7,60,0,27,27.2,60,17
27,26.7,60,0,27,27.2,60,8
27,26.9,28,15,27,27.4,28,28
27,26.6,60,0,27,26.7,60,57
27,27.2,0,0,27,26.3,0,0
27,28.3,0,0,27,27.4,0,0
27,28.5,0,0,27,27.8,0,0
27,28.2,0,0,27,27.7,0,0
27,28.2,0,0,27,27.6,0,0
27,28.1,0,0,27,27.6,0,0
27,28.1,0,0,27,27.5,0,0
27,28.1,0,0,27,27.4,0,0
27,28.1,0,0,27,27.3,0,0
27,28.1,0,0,27,27.3,0,0
27,28.1,0,0,27,27.5,0,0
27,28.2,0,0,27,27.7,0,0
26,27.2,13,13,26,27,13,13
26,25.9,60,60,26,26.2,60,60
26,25.9,60,31,26,26.2,60,60
26,25.8,60,35,26,26.2,60,60
26,26.1,60,25,26,26.2,60,60
26,26.1,60,34,26,26.2,60,60
26,25.8,60,27,26,26.1,60,60
26,26.1,60,27,26,26.3,60,60
26,26.2,60,0,26,26.3,60,60
26,26.4,60,10,26,26.3,60,60
26,26.5,21,21,26,26.9,21,21
26,26.1,59,59,26,26.5,59,59
26,26.1,0,0,26,26.1,0,0
26,26.5,31,31,26,26.9,31,31
26,26.2,0,0,26,26.2,0,0
26,27.4,0,0,26,27.1,0,0
26,28,0,0,26,27.4,0,0
26,28,0,0,26,27.4,0,0
26,28,0,0,26,27.6,0,0
26,28,0,0,26,27.6,0,0
26,27.8,0,0,26,27.6,0,0
26,27.7,0,0,26,27.6,0,0
26,27.7,0,0,26,27.7,0,0
26,27.7,0,0,26,27.8,0,0
26,27.4,0,0,26,28.2,0,0
26,26.3,60,60,26,26.6,60,60
26,25.8,60,10,26,25.8,60,9
26,26,60,0,26,26.2,60,0
26,26,60,43,26,26.3,60,0
26,26.1,60,25,26,26.3,60,0
26,25.9,60,0,26,26.3,60,15
26,26.4,60,19,26,25.8,60,25
26,25.7,60,60,26,26.3,60,0
26,25.9,59,11,26,26.2,59,0
26,26.2,0,0,26,26.2,0,0
26,28.6,0,0,26,28.8,0,0
26,28.8,0,0,26,28.8,0,0
26,28.3,0,0,26,28.6,0,0
26,27,17,17,26,27.2,17,17
26,27.3,0,0,26,27.5,0,0
26,28.2,0,0,26,28.2,0,0
26,28.3,0,0,26,28.3,0,0
26,28.3,0,0,26,28.4,0,0
26,28.3,0,0,26,28.4,0,0
26,28.2,0,0,26,28.4,0,0
26,28.2,0,0,26,28.5,0,0
26,28.5,0,0,26,28.7,0,0
27,27.1,35,17,27,27,35,12
27,27,60,0,27,27.1,60,16
27,27.1,60,10,27,26.9,60,18
27,27.3,60,5,27,27,60,35
27,27,60,16,27,26.8,60,23
27,27.2,60,4,27,27,60,27
26,26.6,60,50,26,26.5,60,47
26,25.7,60,60,26,25.7,60,47
24,25.6,60,60,24,24.9,60,60
24,25.3,60,60,24,24.6,60,60
24,25.3,59,59,24,24.5,59,59
24,25.3,0,0,24,25.1,0,0
24,25.4,0,0,24,26,0,0
24,25.8,0,0,24,26.2,0,0
24,27.2,0,0,24,27.2,0,0
24,27.5,8,8,24,28,8,8
24,27,8,8,24,27.5,7,7
24,27.6,0,0,24,27.6,0,0
24,28.1,0,0,24,28.1,0,0
24,28.2,0,0,24,28.1,0,0
24,28.1,0,0,24,28.1,0,0
24,28.1,0,0,24,28.1,0,0
24,28.1,0,0,24,28.1,0,0
24,28,0,0,24,28.1,0,0
24,26.3,0,0,24,28.2,0,0
24,26.5,35,0,24,26.9,35,0
27,27.1,60,0,27,27,60,23
26,26.9,60,36,26,26.6,60,49
26,25.8,60,60,26,25.8,60,25
26,26.1,60,23,26,25.9,60,37
26,25.6,60,45,26,25.9,60,9
26,26.1,60,30,26,25.8,60,37
26,25.8,60,23,26,26.1,60,37
26,26,60,43,26,25.8,60,29
26,26.1,59,2,26,25.9,59,55
26,26.6,0,0,26,25.9,0,0
26,26.4,35,35,26,26.9,35,34
26,26.4,29,29,26,26.9,29,29
26,26,59,59,26,26.4,59,59
26,25.8,0,0,26,26,0,0
26,26.6,0,0,26,26.6,0,0
26,27.1,0,0,26,27,0,0
26,27.2,0,0,26,27.1,0,0
26,27.2,0,0,26,27.2,0,0
26,27,0,0,26,27.2,0,0
26,27,0,0,26,27.2,0,0
26,27,0,0,26,27.2,0,0
26,27.1,0,0,26,27.2,0,0
26,27.1,0,0,26,27.3,0,0
26,25.2,8,0,26,25.6,8,0
27,26.8,60,0,27,27.1,60,0
27,27,60,0,27,27.1,60,14
27,27.1,60,0,27,27.1,60,25
27,26.9,60,7,27,26.7,60,19
27,27.1,60,0,27,27.1,60,14
26,26.9,60,27,26,26.7,60,39
26,25.9,60,60,26,25.9,60,21
26,25.6,60,37,26,26.2,60,18
26,26.2,59,17,26,25.9,59,29
26,26.3,48,17,26,26.7,48,47
26,25.8,59,59,26,26.3,59,59
26,24.5,0,0,26,25.3,0,0
26,26,53,0,26,26.1,53,50
26,25.8,52,38,26,26,52,0
26,26.1,60,0,26,26.4,60,0
26,26.2,16,0,26,26.4,16,0
26,27.5,0,0,26,27.2,0,0
26,27.6,0,0,26,27.2,0,0
26,27.5,0,0,26,27.3,0,0
26,27.5,0,0,26,27.2,0,0
26,27.6,0,0,26,27.2,0,0
26,27.7,0,0,26,27.3,0,0
26,27.7,0,0,26,27.3,0,0
26,26.3,34,3,26,26.6,34,13
26,26.2,60,25,26,26,60,18
26,26.1,60,3,26,25.9,60,39
26,25.9,60,16,26,26,60,36
26,26.1,60,23,26,25.9,60,17
26,26.2,60,0,26,25.9,60,29
26,26.4,60,8,26,26,60,23
26,25.7,60,27,26,26.2,60,8
26,26.3,60,5,26,25.9,60,21
26,25.8,59,25,26,25.9,59,24
26,26.6,0,0,26,26.2,0,0
26,27,0,0,26,26,0,0
26,27.6,0,0,26,26.3,0,0
26,28,0,0,26,27,0,0
26,26.8,25,25,26,27,25,25
26,25.8,59,59,26,26.1,59,59
26,25.8,0,0,26,25.9,0,0
26,26.7,0,0,26,26.6,0,0
26,27.1,0,0,26,26.8,0,0
26,27.2,0,0,26,26.9,0,0
26,27.2,0,0,26,26.9,0,0
26,27.2,0,0,26,27,0,0
26,27.2,0,0,26,27,0,0
27,26.1,35,0,27,26.2,35,0
27,26.4,60,0,27,26.6,60,0
27,26.6,60,0,27,27,60,0
27,26.9,60,0,27,27.2,60,0
27,26.8,60,0,27,27.1,60,0
26,26.4,60,12,26,26.7,60,12
27,26.8,60,0,27,26.8,60,0
27,26.9,60,0,27,27,60,0
25,26.6,60,29,25,26.7,60,29
25,25.3,60,60,25,24.6,60,49
25,25.2,60,60,25,24.9,60,23
25,26.4,5,5,25,27,4,4
26,25.9,60,52,26,26.3,60,60
27,26.3,45,0,27,26.6,45,43
27,26.3,60,7,27,26.5,60,49
27,26.4,0,0,27,26.2,0,0
27,27.4,0,0,27,26.8,0,0
27,27.4,0,0,27,26.9,0,0
27,27.2,0,0,27,26.9,0,0
27,27.2,0,0,27,26.9,0,0
27,27.2,0,0,27,26.9,0,0
27,27.3,0,0,27,26.8,0,0
27,27.4,0,0,27,26.8,0,0
27,27.4,0,0,27,26.9,0,0
27,27.5,0,0,27,26.8,0,0
26,26.7,10,10,26,26.4,10,0
26,25.8,60,33,26,26.4,60,16
26,26.1,60,0,26,25.9,60,44
26,26.1,60,0,26,26.1,60,49
26,26.1,60,0,26,25.6,60,60
26,26.1,60,0,26,25.7,60,60
26,26.2,60,0,26,25.9,60,60
26,25.9,60,10,26,25.8,60,60
26,26.1,60,0,26,25.9,60,60
26,26.2,60,0,26,25.9,60,60
26,25.8,54,53,26,26.3,54,11
26,26,60,0,26,26.3,60,60
26,26.5,15,15,26,26.6,15,14
26,25.7,38,38,26,26,38,38
26,26,0,0,26,26.1,0,0
26,26.8,0,0,26,26.7,0,0
26,26.8,0,0,26,26.7,0,0
26,26.8,0,0,26,26.6,0,0
26,26.8,0,0,26,26.6,0,0
26,26.9,0,0,26,26.6,0,0
26,26.7,0,0,26,26.6,0,0
26,26.5,0,0,26,26.6,0,0
26,26.7,0,0,26,26.6,0,0
26,26.9,0,0,26,26.7,0,0
26,25.9,44,38,26,26,44,44
26,25.6,60,27,26,25.8,60,35
26,25.9,60,0,26,25.9,60,40
26,26,60,0,26,26.2,60,31
26,26.2,60,0,26,25.9,60,60
26,26.2,60,0,26,26,60,60
26,26.3,60,0,26,26.2,60,60
26,26.4,60,0,26,26.3,60,60
26,26.4,60,0,26,26.4,60,60
26,26.3,60,21,26,26.4,60,60
26,26.2,47,31,26,26.5,47,46
26,25.7,60,36,26,26,60,60
26,26.2,50,0,26,26.4,50,14
26,26.2,60,0,26,26.3,60,60
26,26.2,0,0,26,26.2,0,0
26,26,46,42,26,26.1,46,46
26,25.7,10,0,26,25.8,10,10
26,26.7,0,0,26,26.2,0,0
26,27.2,0,0,26,26.7,0,0
26,27.2,0,0,26,26.9,0,0
26,27.2,0,0,26,26.9,0,0
26,27.2,0,0,26,27,0,0
26,27.4,0,0,26,27.1,0,0
26,27.8,0,0,26,27.5,0,0
26,27,5,5,26,27.3,5,5
26,25.9,60,35,26,26,60,31
26,26,60,0,26,26.1,60,22
26,26.2,60,20,26,26.5,60,24
26,26.2,60,16,26,26.1,60,43
26,25.9,60,11,26,26.1,60,13
26,26.3,60,0,26,26,60,44
26,26.2,60,27,26,25.7,60,38
26,25.8,60,1,26,26,60,30
26,26.3,60,18,26,26,60,34
25,26.3,26,26,25,26.8,26,26
25,25.8,60,60,25,26.2,60,60
25,26.9,3,3,25,27.1,3,3
25,26.1,60,60,25,26.4,60,60
25,25.8,43,43,25,26,43,43
25,25.5,60,60,25,25.6,60,60
25,25.3,60,60,25,25.3,60,60
25,25.2,8,8,25,25.2,8,8
27,26.1,0,0,27,26,0,0
27,27.2,0,0,27,26.9,0,0
27,27.6,0,0,27,27.2,0,0
27,27.7,0,0,27,27.3,0,0
27,27.8,0,0,27,27.6,0,0
27,23.4,0,0,27,24.2,0,0
26,25.7,41,0,26,26.1,41,8
26,26.2,60,24,26,25.9,60,29
26,26.1,60,0,26,26.1,60,30
26,26.1,60,15,26,26,60,18
26,26.2,60,14,26,26,60,29
25,25.1,60,60,25,24.9,60,42
25,24.9,60,60,25,24.9,60,17
25,25,60,31,25,25.2,60,16
27,26.1,60,0,27,26.6,60,0
26,26,60,21,26,26.3,60,24
26,26.3,40,0,26,26.3,40,38
26,26.4,60,0,26,25.7,60,60
26,27.1,0,0,26,25.9,0,0
26,28,0,0,26,27,0,0
26,28.1,0,0,26,27.5,0,0
26,28,0,0,26,27.4,0,0
26,27.9,0,0,26,27.4,0,0
26,27.9,0,0,26,27.4,0,0
26,27.9,0,0,26,27.4,0,0
26,27.9,0,0,26,27.4,0,0
26,27.9,0,0,26,27.4,0,0
26,27.9,0,0,26,27.3,0,0
26,28.1,0,0,26,27.7,0,0
26,28.9,0,0,26,24.5,0,0
26,27.1,13,9,26,26.5,13,8
27,26.8,60,4,27,27,60,19
26,26.1,60,18,26,26.2,60,40
26,25.9,60,39,26,26.1,60,16
26,26,60,17,26,25.9,60,30
26,26,60,24,26,26,60,26
26,26,60,0,26,26,60,33
26,26.1,60,20,26,26,60,35
26,25.8,60,17,26,26,60,31
26,26,60,28,26,25.8,60,7
26,26.8,17,17,26,27.3,17,17
26,26,60,41,26,26,60,35
26,26.1,0,0,26,26.2,0,0
26,28.1,0,0,26,28.2,0,0
26,26.3,37,37,26,26.7,37,37
26,25.7,60,31,26,25.9,60,60
26,26,13,0,26,26,13,13
26,27.4,0,0,26,26.5,0,0
26,27.8,0,0,26,27.2,0,0
26,27.8,0,0,26,27.5,0,0
26,27.7,0,0,26,27.5,0,0
26,27.8,0,0,26,27.6,0,0
26,27.9,0,0,26,27.7,0,0
26,27.3,5,5,26,24.7,5,0
26,25.9,60,19,26,26,60,12
26,26.2,60,17,26,26,60,26
26,25.9,60,3,26,26.1,60,26
26,26,60,19,26,26,60,13
26,26.1,60,15,26,26,60,27
26,26.1,60,9,26,26,60,23
26,26.2,60,16,26,26,60,34
26,25.9,60,6,26,26.1,60,27
26,26.2,60,12,26,26.1,60,20
26,26.1,60,17,26,25.9,60,14
26,26.2,48,48,26,26.5,48,48
26,26,60,60,26,26.3,60,60
26,26.2,50,34,26,26.5,50,49
26,25.7,60,60,26,25.8,60,53
26,26,54,0,26,26.4,54,29
26,26.2,60,0,26,26.2,60,60
26,26.2,60,0,26,26.1,60,60
26,26.1,12,0,26,26,12,12
27,27.5,0,0,27,26.4,0,0
27,27.6,0,0,27,26.9,0,0
27,27.7,0,0,27,27.2,0,0
27,27.8,0,0,27,27.2,0,0
27,27.9,0,0,27,27.5,0,0
27,27.8,4,4,27,25.1,4,0
27,26.3,60,0,27,26.3,60,0
27,26.7,60,0,27,26.7,60,0
27,26.9,60,0,27,27.1,60,0
27,27.1,60,0,27,27.1,60,8
27,27,60,0,27,27.1,60,14
27,27,60,0,27,27,60,24
27,27,60,0,27,27,60,27
27,26.9,60,7,27,26.9,60,27
27,26.9,60,0,27,27,60,27
27,27.1,60,0,27,27,60,26
26,26.4,47,47,26,25.9,47,19
26,25.7,60,60,26,25.9,60,26
26,21.9,0,0,26,25,0,0
26,26,31,0,26,26.2,31,31
26,26.9,0,0,26,26.2,0,0
26,28.1,0,0,26,28,0,0
26,28.2,0,0,26,28.3,0,0
26,28.4,0,0,26,28.5,0,0
26,28.2,0,0,26,28.2,0,0
26,28.1,0,0,26,28.1,0,0
26,28.1,0,0,26,28.1,0,0
26,28.1,0,0,26,28.1,0,0
26,28.2,0,0,26,28,0,0
26,28.5,0,0,26,26.9,0,0
26,27.4,11,11,26,26.8,11,10
26,25.9,60,47,26,26.1,60,60
26,26.3,60,0,26,26.3,60,60
26,26,60,36,26,26.3,60,60
26,26.1,60,27,26,26.4,60,60
26,26,60,10,26,26.4,60,60
26,26.2,60,29,26,26.5,60,60
26,25.9,60,13,26,26.3,60,60
26,26.1,60,43,26,26.5,60,60
26,25.9,60,17,26,26.3,60,60
26,26,57,57,26,26.5,57,55
26,25.8,60,60,26,26.2,60,60
26,26.3,35,0,26,26.5,35,34
26,26.4,60,0,26,26.4,60,60
26,27,0,0,26,26.5,0,0
26,27.1,15,15,26,27.2,15,15
26,27.2,0,0,26,27.1,0,0
26,28.2,0,0,26,27.9,0,0
26,28.4,0,0,26,28.1,0,0
26,28.5,0,0,26,28.1,0,0
26,28.4,0,0,26,28.1,0,0
26,28.1,0,0,26,28.1,0,0
26,28.2,0,0,26,28.1,0,0
26,28.3,0,0,26,28.3,0,0
24,26.6,49,49,24,27,49,49
24,25.9,60,60,24,26.2,60,60
24,25.7,60,60,24,26,60,60
24,25.4,60,60,24,25.9,60,60
24,25.7,60,60,24,26.1,60,60
24,25.9,60,60,24,26.6,60,60
23,25.7,60,60,23,26.6,60,60
23,25.6,60,60,23,26.6,60,60
23,25.6,60,60,23,26.6,60,60
23,25.5,60,60,23,26.5,60,60
26,25.9,55,55,26,26.5,55,55
26,25.9,60,60,26,26.3,60,60
26,26.1,56,34,26,26.5,56,51
26,25.9,60,60,26,26.2,60,60
26,26.3,40,0,26,26.6,40,38
26,26.4,16,0,26,26.4,16,16
26,27.8,0,0,26,26.9,0,0
26,28.1,0,0,26,27.6,0,0
26,28.1,0,0,26,27.9,0,0
26,28.1,0,0,26,28,0,0
26,28.1,0,0,26,28.1,0,0
26,28.2,0,0,26,28.2,0,0
26,28.3,0,0,26,28.3,0,0
26,26.5,34,34,26,26.4,34,19
26,26,60,3,26,26.1,60,41
26,26,60,30,26,25.9,60,32
26,26,60,23,26,25.9,60,23
26,26.1,60,20,26,26.1,60,34
26,25.9,60,38,26,26.1,60,27
25,25.7,60,47,25,25.5,60,49
25,25.1,60,60,25,25,60,32
25,25.1,60,60,25,25.1,60,48
25,24.9,60,60,25,25,60,41
25,25,60,60,25,24.9,60,44
25,24.9,0,0,25,25.2,0,0
26,25.9,44,44,26,26.5,44,44
26,26.3,49,10,26,26.7,49,46
26,25.9,60,60,26,26.4,60,60
26,26.3,39,0,26,26.6,39,37
26,26.3,60,0,26,26.2,60,60
26,26.3,37,0,26,26.1,37,37
26,27.3,0,0,26,26.2,0,0
26,27.7,0,0,26,26.9,0,0
26,27.7,0,0,26,27.4,0,0
26,27.8,0,0,26,27.5,0,0
26,27.8,0,0,26,27.5,0,0
26,27.8,0,0,26,27.5,0,0
26,27.9,0,0,26,27.5,0,0
26,26.5,11,11,26,24.5,11,0
26,26,60,5,26,26.1,60,48
26,26.5,60,6,26,26.8,60,6
26,25.9,60,22,26,26.2,60,43
26,26.3,60,7,26,26,60,36
26,26,60,15,26,26.1,60,42
26,26.3,60,19,26,25.9,60,53
26,25.6,60,30,26,26,60,46
26,26.1,60,0,26,25.7,60,60
26,26.3,60,0,26,25.8,60,60
26,26.5,31,31,26,26.4,31,24
26,25.9,60,26,26,25.7,60,19
26,26.3,23,23,26,26.7,23,23
26,25.8,60,60,26,26.1,60,60
26,26.1,38,0,26,26.4,38,1
26,26.2,25,0,26,26.5,25,25
26,27.5,0,0,26,26.6,0,0
26,27.7,0,0,26,27,0,0
26,27.7,0,0,26,27.2,0,0
26,27.7,0,0,26,27.2,0,0
26,27.7,0,0,26,27.2,0,0
26,27.8,0,0,26,27.4,0,0
26,28.1,0,0,26,27.7,0,0
26,28.6,0,0,26,24.9,0,0
24,27.6,2,2,24,26.1,2,2
25,25.9,60,60,25,25.7,60,60
26,26,60,1,26,25.8,60,40
26,26.2,60,24,26,25.8,60,23
26,25.7,60,35,26,26,60,22
26,26.1,60,26,26,26.1,60,27
26,25.9,60,5,26,26,60,35
26,25.9,60,31,26,26,60,22
26,26.2,60,0,26,26,60,43
26,25.9,60,50,26,26,60,15
26,26.2,55,0,26,26.5,55,53
26,26.3,60,0,26,26.3,60,60
26,26,51,51,26,26.3,51,49
26,25.8,60,7,26,25.9,60,60
26,26.1,60,0,26,26.3,60,0
25,26,60,43,25,26.2,60,43
25,25.5,3,3,25,25.7,3,3
25,26.6,0,0,25,26.3,0,0
25,27.5,0,0,25,27.1,0,0
25,27.7,0,0,25,27.2,0,0
25,27.7,0,0,25,27.3,0,0
25,27.6,0,0,25,27.4,0,0
25,27.7,0,0,25,27.6,0,0
25,27.7,0,0,25,27.7,0,0
25,24.6,3,1,25,25.4,3,2
25,25.3,60,60,25,25.2,60,60
25,25.2,60,60,25,24.9,60,44
25,24.9,60,60,25,25,60,28
25,24.8,60,60,25,25.1,60,28
25,25,60,34,25,25.3,60,40
25,24.9,60,60,25,25,60,31
25,25,60,32,25,25.2,60,60
25,24.9,60,60,25,25,60,60
25,25.1,59,16,25,25.5,59,19
26,26,45,45,26,26.5,45,44
26,25.8,59,18,26,26.2,59,59
26,26.4,4,0,26,25.8,4,0
26,26.2,60,0,26,26.2,60,32
26,25.8,48,43,26,26,48,0
26,26,60,0,26,26.3,60,0
26,26.2,16,0,26,26.4,16,0
26,27.5,0,0,26,27.2,0,0
26,27.6,0,0,26,27.2,0,0
26,27.5,0,0,26,27.2,0,0
26,27.4,0,0,26,27.1,0,0
26,27.5,0,0,26,27.1,0,0
26,27.7,0,0,26,27.3,0,0
26,27.9,0,0,26,27.7,0,0
26,27.7,0,0,26,28,0,0
26,27.7,0,0,26,28.1,0,0
26,27.5,0,0,26,28.8,0,0
26,27.5,0,0,26,29,0,0
26,27.6,0,0,26,29.1,0,0
26,27.9,0,0,26,29.5,0,0
26,28.1,0,0,26,30.3,0,0
26,26.3,41,41,26,27.5,41,41
24,25.2,60,60,24,25.5,60,60
24,25.3,59,59,24,25.3,59,59
24,25.3,55,53,24,25.5,55,53
24,25.2,59,59,24,25.2,59,59
24,25,0,0,24,25.3,0,0
24,23.2,0,0,24,24.1,0,0
24,24.1,0,0,24,24.6,0,0
24,26.2,0,0,24,26.2,0,0
24,26.7,0,0,24,26.7,0,0
24,27,0,0,24,26.8,0,0
24,27.2,0,0,24,27,0,0
24,27.2,0,0,24,27.1,0,0
24,27.3,0,0,24,27.3,0,0
24,27.5,0,0,24,27.3,0,0
24,27.6,0,0,24,27.3,0,0
24,27.7,0,0,24,27.2,0,0
24,27,3,3,24,26.6,3,3
24,25.7,60,60,24,25.3,60,60
24,25.1,60,60,24,25,60,60
25,25,60,60,25,25,60,60
25,24.9,60,60,25,24.9,60,60
25,24.7,60,60,25,24.8,60,60
25,24.9,60,42,25,25.1,60,44
