,0
2022-07-03,141
2022-07-04,180
2022-07-05,190
2022-07-06,192
2022-07-07,184
2022-07-08,170
2022-07-09,158
2022-07-10,120
2022-07-11,181
2022-07-12,188
2022-07-13,170
2022-07-14,171
2022-07-15,159
2022-07-16,136
2022-07-17,114
2022-07-18,176
2022-07-19,180
2022-07-20,192
2022-07-21,191
2022-07-22,188
2022-07-23,162
2022-07-24,131
2022-07-25,192
2022-07-26,192
2022-07-27,187
2022-07-28,192
2022-07-29,185
2022-07-30,174
2022-07-31,141
